	NCT Number	Title	Locations	Status	Study Results	Conditions	Gender	Age	Phases	Enrollment	URL	Location_Country	Location_City_or_State	Location_Institution	Start Date	Completion Date	First Posted	Last Update Posted	Funded Bys	Study Type	Trial_Duration_Days	Trial_Duration_Months	Trial_Duration_Category	Enrollment_Category
3482	NCT04288713	ECULIZUMAB (SOLIRIS) IN COVID-19 INFECTED PATIENTS		AVAILABLE	NO RESULTS AVAILABLE	CORONAVIRUS	ALL	ADULT, OLDER ADULT			HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04288713	NAN	NAN	NAN			2020-02-01	2020-03-01	OTHER	EXPANDED ACCESS				
3483	NCT04490200	EFFECTIVENESS OF A NOVEL RESPIRATOR WITH CHITOSAN NANOPARTICLES		NOT YET RECRUITING	NO RESULTS AVAILABLE	COVID19|SARS-COV INFECTION|WORKER-PATIENT TRANSMISSION, HEALTHCARE	ALL	ADULT	NOT APPLICABLE	1000.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04490200	NAN	NAN	NAN	2020-11-01	2021-07-01	2020-07-01	2020-10-01	OTHER|INDUSTRY	INTERVENTIONAL	242.0	8.0	7 - 12 months	501 - 1000
3484	NCT04280224	NK CELLS TREATMENT FOR COVID-19	THE FIRST AFFILIATED HOSPITAL OF XINXIANG MEDICAL UNIVERSITY, XINXIANG, HENAN, CHINA	RECRUITING	NO RESULTS AVAILABLE	NOVEL CORONAVIRUS PNEUMONIA	ALL	ADULT, OLDER ADULT	PHASE 1	30.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04280224	CHINA	HENAN	THE FIRST AFFILIATED HOSPITAL OF XINXIANG MEDICAL UNIVERSITY	2020-02-01	2020-12-01	2020-02-01	2020-04-01	OTHER	INTERVENTIONAL	304.0	10.0	7 - 12 months	11 - 50
3485	NCT04290780	COVID-19 - MULTICENTER STUDY ON NOSOCOMIAL TRANSMISSION OF SARS-COV-2 VIRUS	SERVICE HYGIÈNE, EPIDÉMIOLOGIE ET PRÉVENTION, LYON, FRANCE|SERVICE HYGIÈNE, EPIDÉMIOLOGIE ET PRÉVENTION, LYON, FRANCE	RECRUITING	NO RESULTS AVAILABLE	INFECTION VIRAL	ALL			300.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04290780	FRANCE	LYON	SERVICE HYGIÈNE	2020-03-01	2020-12-01	2020-03-01	2020-11-01	OTHER	OBSERVATIONAL	275.0	9.0	7 - 12 months	201 - 500
3486	NCT04427631	EXPLORING INTERVENTIONS FOR GLUE EAR DURING COVID-19	PEACOCK CHILDREN'S CENTRE. BROOKFIELDS HOSPITAL, CAMBRIDGE, CAMBRIDGESHIRE, UNITED KINGDOM	NOT YET RECRUITING	NO RESULTS AVAILABLE	HEARING IMPAIRED CHILDREN|GLUE EAR|HEARING LOSS, CONDUCTIVE	ALL	CHILD	NOT APPLICABLE	20.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04427631	UNITED KINGDOM	CAMBRIDGESHIRE	PEACOCK CHILDREN'S CENTRE. BROOKFIELDS HOSPITAL	2020-06-01	2021-06-01	2020-06-01	2020-06-01	OTHER	INTERVENTIONAL	365.0	12.0	7 - 12 months	11 - 50
3487	NCT04319172	MULTICENTRIC STUDY OF CORONAVIRUS DISEASE 2019 (COVID-2019) IN SOLID ORGAN TRANSPLANT RECIPIENTS	HOSPITAL UNIVERSITARIO VIRGEN DEL ROCIO, SEVILLE, SPAIN	RECRUITING	NO RESULTS AVAILABLE	TRANSPLANT RECIPIENT|INFECTIONS, CORONAVIRUS	ALL	CHILD, ADULT, OLDER ADULT		50.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04319172	SPAIN	SEVILLE	HOSPITAL UNIVERSITARIO VIRGEN DEL ROCIO	2020-03-01	2021-04-01	2020-03-01	2020-07-01	OTHER	OBSERVATIONAL	396.0	13.0	1 - 2 years	11 - 50
3488	NCT04388826	COVID-19 TREATMENT OF SEVERE ACUTE RESPIRATORY SYNDROME WITH VERU-111	HONORHEALTH, SCOTTSDALE, ARIZONA, UNITED STATES|METHODIST HOSPITAL, SAINT LOUIS PARK, MINNESOTA, UNITED STATES|REGIONS HOSPITAL, SAINT PAUL, MINNESOTA, UNITED STATES|WC-CRCN AT NORTH VISTA HOSPITAL, LAS VEGAS, NEVADA, UNITED STATES|INSPIRA MEDICAL CENTER, VINELAND, NEW JERSEY, UNITED STATES|MEMORIAL HERMANN MEMORIAL CITY HOSPITAL, HOUSTON, TEXAS, UNITED STATES	RECRUITING	NO RESULTS AVAILABLE	RESPIRATORY DISTRESS SYNDROME, ADULT	ALL	ADULT, OLDER ADULT	PHASE 2	40.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04388826	UNITED STATES OF AMERICA	TEXAS	HONORHEALTH	2020-06-01	2020-12-01	2020-05-01	2020-10-01	INDUSTRY	INTERVENTIONAL	183.0	6.0	4 - 6 months	11 - 50
3489	NCT04389320	ANTIMALARIAL AND COVID 19 IN RHEUMATOID ARTHRITIS	MANAL HASSANIEN, ASSIUT, YES, EGYPT	COMPLETED	NO RESULTS AVAILABLE	RHEUMATOID ARTHRITIS	ALL	ADULT, OLDER ADULT		60.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04389320	EGYPT	YES	MANAL HASSANIEN	2020-03-01	2020-05-01	2020-05-01	2020-05-01	OTHER	OBSERVATIONAL	61.0	2.0	1 - 3 months	51 - 100
3490	NCT04322513	BIOMARKERS FOR IDENTIFICATION OF COVID-19 INFECTION	LUCA GALLELLI, CATANZARO, ITALY	RECRUITING	NO RESULTS AVAILABLE	CORONAVIRUS	ALL	CHILD, ADULT, OLDER ADULT		110.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04322513	ITALY	CATANZARO	LUCA GALLELLI	2020-03-01	2020-12-01	2020-03-01	2020-09-01	OTHER	OBSERVATIONAL	275.0	9.0	7 - 12 months	101 - 200
3491	NCT04318366	COVID-19 PATIENTS CHARACTERIZATION, BIOBANK, TREATMENT RESPONSE AND OUTCOME PREDICTOR	AUTOIMMUNITY AND VASCULAR INFLAMMATION UNIT, DIVISION OF REGENERATIVE MEDICINE, STEM CELLS AND GENE THERAPY - IRCCS SAN RAFFAELE SCIENTIFIC INSTITUTE, MILAN, LOMBARDY, ITALY|AIDS IMMUNOPATHOGENESIS UNIT - IRCCS SAN RAFFAELE SCIENTIFIC INSTITUTE, MILAN, LOMBARDY, ITALY|DEPARTMENT OF INFECTION DISEASES - IRCCS SAN RAFFAELE SCIENTIFIC INSTITUTE -, MILAN, LOMBARDY, ITALY|DEPARTMENT OF INTERNAL MEDICINE - IRCCS SAN RAFFAELE SCIENTIFIC INSTITUTE, MILAN, LOMBARDY, ITALY|DIABETES RESEARCH INSTITUTE -IRCCS SAN RAFFAELE SCIENTIFIC ISTITUTE, MILAN, LOMBARDY, ITALY|DIVISION OF IMMUNOLOGY, TRANSPLANTATION AND INFECTIOUS DISEASES - IRCCS SAN RAFFAELE SCIENTIFIC INSTITUTE, MILAN, LOMBARDY, ITALY|DIVISION OF RESEARCH OF REGENERATIVE MEDICINE, CELL AND GENE THERAPY - IRCCS SAN RAFFAELE SCIENTIFIC ISTITUTE, MILAN, LOMBARDY, ITALY|LABORATORY OF MICROBIOLOGY AND VIROLOGY - IRCCS SAN RAFFAELE SCIENTIFIC INSTITUTE, MILAN, LOMBARDY, ITALY|NEPHROLOGY UNIT - IRCCS SAN RAFFAELE SCIENTIFIC INSTITUTE, MILAN, LOMBARDY, ITALY|STRATEGIC PROGRAM IN NEPHROLOGY AND DIALYSIS - IRCCS SAN RAFFAELE SCIENTIFIC INSTITUTE, MILAN, LOMBARDY, ITALY|VIRAL PATHOGENS AND BIOSAFETY UNIT - IRCCS SAN RAFFAELE SCIETIFIC INSTITUTE, MILAN, LOMBARDY, ITALY|UNIT OF IMMUNOLOGY, RHEUMATOLOGY, ALLERGY AND RARE DISEASES - IRCCS SAN RAFFAELE SCIENTIFIC INSTITUTE, MILAN, LOMBARDY, ITALY|UNIVERSITÀ VITA-SALUTE SAN RAFFAELE, MILANO, MI, ITALY	RECRUITING	NO RESULTS AVAILABLE	CORONAVIRUS INFECTIONS	ALL	ADULT, OLDER ADULT		1000.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04318366	ITALY	MI	AUTOIMMUNITY AND VASCULAR INFLAMMATION UNIT	2020-03-01	2022-03-01	2020-03-01	2020-06-01	OTHER	OBSERVATIONAL	730.0	24.0	1 - 2 years	501 - 1000
3492	NCT04409951	PHARMACY EDUCATION DURING COVID-19 OUTBREAK	DAMANHOUR UNIVERSITY, BEHEIRA, DAMANHOUR, EGYPT	NOT YET RECRUITING	NO RESULTS AVAILABLE	EVENT, LIFE CHANGE	ALL	CHILD, ADULT		100.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04409951	EGYPT	DAMANHOUR	DAMANHOUR UNIVERSITY	2020-11-01	2021-09-01	2020-06-01	2020-07-01	OTHER	OBSERVATIONAL	304.0	10.0	7 - 12 months	51 - 100
3493	NCT04615195	EFFECT OF COVID19-RELATED CONTAINMENT IN CHILDREN	UHTOULOUSE, TOULOUSE, FRANCE	RECRUITING	NO RESULTS AVAILABLE	POST TRAUMATIC STRESS DISORDER	ALL	CHILD		1000.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04615195	FRANCE	TOULOUSE	UHTOULOUSE	2020-06-01	2020-11-01	2020-11-01	2020-11-01	OTHER	OBSERVATIONAL	153.0	5.0	4 - 6 months	501 - 1000
3494	NCT04374474	ANOSMIA REHABILITATION IN PATIENTS POST CORONAVIRUS DISEASE (COVID 19)	ST. JOSEPH'S HEALTH CARE, LONDON, ONTARIO, CANADA	WITHDRAWN	NO RESULTS AVAILABLE	OLFACTORY DISORDER	ALL	ADULT, OLDER ADULT	PHASE 4	0.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04374474	CANADA	ONTARIO	ST. JOSEPH'S HEALTH CARE	2021-01-01	2022-03-01	2020-05-01	2020-08-01	OTHER	INTERVENTIONAL	424.0	14.0	1 - 2 years	less then 10
3495	NCT04423692	KNOWLEDGE ABOUT COVID-19 INFECTION IN PREGNANT WOMEN	ALJAZEERA( AL GAZEERA) HOSPITAL, GIZA, EGYPT	RECRUITING	NO RESULTS AVAILABLE	VIRAL INFECTION	FEMALE	ADULT		30.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04423692	EGYPT	GIZA	ALJAZEERA( AL GAZEERA) HOSPITAL	2020-06-01	2020-08-01	2020-06-01	2020-07-01	OTHER	OBSERVATIONAL	61.0	2.0	1 - 3 months	11 - 50
3496	NCT04448405	COVID-19 LOCKDOWN AND DEVIANT SEXUAL FANTASIES	UHMONTPELLIER, MONTPELLIER, FRANCE	RECRUITING	NO RESULTS AVAILABLE	DEVIANT SEXUAL FANTASIES	ALL	ADULT, OLDER ADULT		100.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04448405	FRANCE	MONTPELLIER	UHMONTPELLIER	2020-06-01	2020-10-01	2020-06-01	2020-07-01	OTHER	OBSERVATIONAL	122.0	4.0	4 - 6 months	51 - 100
3497	NCT04345887	SPIRONOLACTONE IN COVID-19 INDUCED ARDS	ISTANBUL UNIVERSITY-CERRAHPAŞA, ISTANBUL, TURKEY	NOT YET RECRUITING	NO RESULTS AVAILABLE	RESPIRATORY DISTRESS SYNDROME, ADULT	ALL	ADULT, OLDER ADULT	PHASE 4	60.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04345887	TURKEY	ISTANBUL	ISTANBUL UNIVERSITY-CERRAHPAŞA	2020-04-01	2020-10-01	2020-04-01	2020-04-01	OTHER	INTERVENTIONAL	183.0	6.0	4 - 6 months	51 - 100
3498	NCT04320953	NON-CONTACT ENDOSCOPY AT COVID-19 OUTBREAK	CHANGHAI HOSPITAL, SHANGHAI, CHINA	COMPLETED	NO RESULTS AVAILABLE	GASTROINTESTINAL DISEASE|INFECTIOUS DISEASE	ALL	ADULT, OLDER ADULT	NOT APPLICABLE	5.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04320953	CHINA	SHANGHAI	CHANGHAI HOSPITAL	2020-03-01	2020-04-01	2020-03-01	2020-04-01	OTHER	INTERVENTIONAL	31.0	1.0	1 - 3 months	less then 10
3499	NCT04409574	COVID 19 VIRAL CLEARANCE AMONG THE INFECTED HEALTHCARE WORKERS IN ASSIUT UNIVERSITY HOSPITALS		NOT YET RECRUITING	NO RESULTS AVAILABLE	INFECTION, CORONAVIRUS	ALL	ADULT		31.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04409574	NAN	NAN	NAN	2020-06-01	2021-06-01	2020-06-01	2020-06-01	OTHER	OBSERVATIONAL	365.0	12.0	7 - 12 months	11 - 50
3500	NCT04378738	SOCIAL MEDIA AND COVID19 PANDEMIC	BAHAR YUKSEL, ISTANBUL, TURKEY|HASEKI TRAINING AND RESEARCH HOSPITAL, ISTANBUL, TURKEY	ENROLLING BY INVITATION	NO RESULTS AVAILABLE	SOCIAL MEDIA|CORONA VIRUS INFECTION	ALL	ADULT, OLDER ADULT	NOT APPLICABLE	212.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04378738	TURKEY	ISTANBUL	BAHAR YUKSEL	2020-05-01	2020-05-01	2020-05-01	2020-05-01	OTHER	INTERVENTIONAL	0.0	0.0	less then 1 month	201 - 500
3501	NCT04514705	CHARACTERISTICS IN POST COVID-19 PATIENTS	UNIVERSIDADE DO ESTADO DO PARÁ, BELÉM, PARÁ, BRAZIL	RECRUITING	NO RESULTS AVAILABLE	CORONAVIRUS INFECTION	ALL	ADULT, OLDER ADULT	NOT APPLICABLE	20.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04514705	BRAZIL	PARÁ	UNIVERSIDADE DO ESTADO DO PARÁ	2020-08-01	2021-12-01	2020-08-01	2020-08-01	OTHER	INTERVENTIONAL	487.0	16.0	1 - 2 years	11 - 50
3502	NCT04482205	COVID -19 PANDEMIC: ECONOMIC BURDEN ON PATIENTS OPERATED FOR TRAUMATIC CLOSE FRACTURES	AGA KHAN UNIVERSITY HOSPITAL, KARACHI, SINDH, PAKISTAN	COMPLETED	NO RESULTS AVAILABLE	ECONOMIC BURDEN	ALL			840.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04482205	PAKISTAN	SINDH	AGA KHAN UNIVERSITY HOSPITAL	2020-03-01	2020-05-01	2020-07-01	2020-07-01	OTHER	OBSERVATIONAL	61.0	2.0	1 - 3 months	501 - 1000
3503	NCT04368312	PSYCHOLOGICAL IMPAIRMENT DUE TO COVID-19		NOT YET RECRUITING	NO RESULTS AVAILABLE	PSYCHOLOGICAL DISTRESS|QUALITY OF LIFE	ALL			100.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04368312	NAN	NAN	NAN	2020-05-01	2020-05-01	2020-04-01	2020-04-01	OTHER	OBSERVATIONAL	0.0	0.0	less then 1 month	51 - 100
3504	NCT04444674	COVID-19 VACCINE (CHADOX1 NCOV-19) TRIAL IN SOUTH AFRICAN ADULTS WITH AND WITHOUT HIV-INFECTION	PHRU KLIPTOWN, JOHANNESBURG, GAUTENG, SOUTH AFRICA|SOWETO CLINICAL TRIALS CENTRE, JOHANNESBURG, GAUTENG, SOUTH AFRICA|WITS RHI SHANDUKANI RESEARCH CENTRE, JOHANNESBURG, GAUTENG, SOUTH AFRICA|SETSHABA RESEARCH CENTRE (SRC), SOSHANGUVE, GAUTENG, SOUTH AFRICA|CHRIS HANI BARAGWANATH ACADEMIC HOSPITAL - DST/NRF VPD RMPRU, SOWETO, GAUTENG, SOUTH AFRICA|FAMCRU, CAPE TOWN, WESTERN CAPE, SOUTH AFRICA|GROOTE SCHUUR HOSPITAL, LUNG INFECTION AND IMMUNITY UNIT, UCT, CAPE TOWN, WESTERN CAPE, SOUTH AFRICA	RECRUITING	NO RESULTS AVAILABLE	CORONAVIRUS	ALL	ADULT, OLDER ADULT	PHASE 1|PHASE 2	2000.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04444674	SOUTH AFRICA	WESTERN CAPE	PHRU KLIPTOWN	2020-06-01	2021-12-01	2020-06-01	2020-08-01	OTHER	INTERVENTIONAL	548.0	18.0	1 - 2 years	1001 - 5000
3505	NCT04412343	THE SENIORS COVID-19 PANDEMIC AND EXERCISE STUDY	UNIVERSITY OF BRITISH COLUMBIA, VANCOUVER, BRITISH COLUMBIA, CANADA	COMPLETED	NO RESULTS AVAILABLE	WELL-BEING (PSYCHOLOGICAL FLOURISHING)|DEPRESSION|QUALITY OF LIFE|LONELINESS|PHYSICAL ACTIVITY|SOCIAL IDENTIFICATION|PHYSICAL HEALTH	ALL	OLDER ADULT	NOT APPLICABLE	241.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04412343	CANADA	BRITISH COLUMBIA	UNIVERSITY OF BRITISH COLUMBIA	2020-05-01	2020-10-01	2020-06-01	2020-11-01	OTHER	INTERVENTIONAL	153.0	5.0	4 - 6 months	201 - 500
3506	NCT04553575	COVID-19 PATIENT IN REIMS UNIVERSITY HOSPITAL IN MARCH TO APRIL 2020	CHU REIMS, REIMS, FRANCE	RECRUITING	NO RESULTS AVAILABLE	CORONAVIRUS INFECTIONS	ALL			499.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04553575	FRANCE	REIMS	CHU REIMS	2020-09-01	2022-09-01	2020-09-01	2020-10-01	OTHER	OBSERVATIONAL	730.0	24.0	1 - 2 years	201 - 500
3507	NCT04307459	ACUTE RESPIRATORY FAILURE AND COVID-19 IN REAL LIFE	LUIGI SACCO UNIVERSITY HOSPITAL, MILAN, LOMBARDIA, ITALY	RECRUITING	NO RESULTS AVAILABLE	CORONAVIRUS INFECTIONS|RESPIRATORY FAILURE|VENTILATOR LUNG	ALL	ADULT, OLDER ADULT		50.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04307459	ITALY	LOMBARDIA	LUIGI SACCO UNIVERSITY HOSPITAL	2020-03-01	2020-12-01	2020-03-01	2020-05-01	OTHER	OBSERVATIONAL	275.0	9.0	7 - 12 months	11 - 50
3508	NCT04395885	SEXUAL FUNCTION DURING COVID 19 PANDEMIC	AHMED ABBAS, ASSIUT, CAIRO, EGYPT|ASSIUT FACULTY OF MEDICINE, ASSIUT, EGYPT	COMPLETED	NO RESULTS AVAILABLE	SEXUAL DYSFUNCTION	ALL	ADULT		306.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04395885	EGYPT	ASSIUT	AHMED ABBAS	2020-06-01	2020-09-01	2020-05-01	2020-10-01	OTHER	OBSERVATIONAL	92.0	3.0	1 - 3 months	201 - 500
3509	NCT04579562	REGIONAL COVID EPIDEMIOLOGY IN ENGLAND (RECEDE)		NOT YET RECRUITING	NO RESULTS AVAILABLE	ACUTE KIDNEY INJURY	ALL	ADULT, OLDER ADULT		5000.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04579562	NAN	NAN	NAN	2020-11-01	2021-10-01	2020-10-01	2020-10-01	OTHER	OBSERVATIONAL	334.0	11.0	7 - 12 months	1001 - 5000
3510	NCT04337983	HEMODYNAMIC CHARACTERISTICS OF PATIENTS WITH SARS-COV-2	BICETRE HOSPITAL, PARIS, VAL-DE-MARNE, FRANCE	RECRUITING	NO RESULTS AVAILABLE	CORONAVIRUS|SARS-COV-2|COVID-19|ACUTE RESPIRATORY DISTRESS SYNDROME|SHOCK|ACUTE CIRCULATORY FAILURE|LEFT VENTRICULAR DYSFUNCTION|FLUID OVERLOAD	ALL			200.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04337983	FRANCE	VAL-DE-MARNE	BICETRE HOSPITAL	2020-03-01	2021-04-01	2020-04-01	2020-07-01	OTHER	OBSERVATIONAL	396.0	13.0	1 - 2 years	101 - 200
3511	NCT04429594	STUDY OF THE INCIDENCE OF SARS-COV-2 INFECTION (COVID-19)	UNIVERSITY NICE HOSPITAL, NICE, FRANCE	RECRUITING	NO RESULTS AVAILABLE	CORONAVIRUS INFECTIONS	ALL	ADULT, OLDER ADULT	NOT APPLICABLE	1000.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04429594	FRANCE	NICE	UNIVERSITY NICE HOSPITAL	2020-07-01	2025-12-01	2020-06-01	2020-10-01	OTHER	INTERVENTIONAL	1979.0	65.0	5 - 10 years	501 - 1000
3512	NCT04442308	PARENTAL STRESS AFTER THE COVID-19 PANDEMIC		NOT YET RECRUITING	NO RESULTS AVAILABLE	PARENTING|ANXIETY|DEPRESSION|ANGER	ALL	ADULT, OLDER ADULT		1440.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04442308	NAN	NAN	NAN	2020-06-01	2020-07-01	2020-06-01	2020-06-01	OTHER	OBSERVATIONAL	30.0	1.0	1 - 3 months	1001 - 5000
3513	NCT04407546	ROLE OF CHILDREN IN TRANSMISSION OF COVID-19 TO IMMUNOCOMPROMISED PATIENTS	UNIVERSITY OF CALIFORNIA AT LOS ANGELES, LOS ANGELES, CALIFORNIA, UNITED STATES	RECRUITING	NO RESULTS AVAILABLE	IMMUNOSUPPRESSION	ALL			300.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04407546	UNITED STATES OF AMERICA	CALIFORNIA	UNIVERSITY OF CALIFORNIA AT LOS ANGELES	2020-05-01	2023-05-01	2020-05-01	2020-07-01	OTHER	OBSERVATIONAL	1095.0	36.0	2 - 5 years	201 - 500
3514	NCT04386460	COVID-19 AND PREVENTION OF MALNUTRITION AFTER CONFINEMENT BY DENTISTS	UNIVERSITY NICE HOSPITAL, NICE, FRANCE	RECRUITING	NO RESULTS AVAILABLE	NUTRITION POOR|INFECTION VIRAL|ORAL DISEASE	ALL	ADULT, OLDER ADULT		100.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04386460	FRANCE	NICE	UNIVERSITY NICE HOSPITAL	2020-05-01	2021-05-01	2020-05-01	2020-05-01	OTHER	OBSERVATIONAL	365.0	12.0	7 - 12 months	51 - 100
3515	NCT04471831	PHYSIOTHERAPY AS A COMPLIMENTARY TREATMENT IN REDUCING VIRAL-LOAD, COMPLICATIONS, DEATH, EXPEDITE DISCHARGE AND IMPROVE QUALITY OF LIFE, EXERCISE ENDURANCE AND CAPACITY IN STROKE SURVIVORS WITH COVID-19: A CLINICAL-CONTROLLED STUDY		NOT YET RECRUITING	NO RESULTS AVAILABLE	CORONA VIRUS INFECTION|STROKE	ALL	ADULT, OLDER ADULT	NOT APPLICABLE	30.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04471831	NAN	NAN	NAN	2020-07-01	2021-12-01	2020-07-01	2020-07-01	OTHER	INTERVENTIONAL	518.0	17.0	1 - 2 years	11 - 50
3516	NCT04404608	ETIOLOGY OF LYMPHOPENIA IN COVID19 INFECTION		NOT YET RECRUITING	NO RESULTS AVAILABLE	LYMPHOPENIA	ALL			90.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04404608	NAN	NAN	NAN	2020-06-01	2021-12-01	2020-05-01	2020-05-01	OTHER	OBSERVATIONAL	548.0	18.0	1 - 2 years	51 - 100
3517	NCT04385212	OUTCOMES IN HOSPITALIZED OLDER PATIENTS WITH COVID-19	DEPARTMENT OF REHABILITATION AND GERIATRICS, GENEVA, SWITZERLAND	COMPLETED	NO RESULTS AVAILABLE	CORONAVIRUS INFECTION|SARS-COV2|ELDERLY INFECTION|OLD AGE; DEBILITY	ALL	OLDER ADULT		230.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04385212	SWITZERLAND	GENEVA	DEPARTMENT OF REHABILITATION AND GERIATRICS	2020-03-01	2020-04-01	2020-05-01	2020-05-01	OTHER	OBSERVATIONAL	31.0	1.0	1 - 3 months	201 - 500
3518	NCT04492527	STUDENT-DELIVERED TELEHEALTH PROGRAM FOR COVID-19 EDUCATION AND HEALTH PROMOTION	UNIVERSITY OF BRITISH COLUMBIA, VANCOUVER, BRITISH COLUMBIA, CANADA	RECRUITING	NO RESULTS AVAILABLE	CHRONIC DISEASE|AGING|AGING PROBLEMS|HEALTH BEHAVIOR|MULTIPLE CHRONIC CONDITIONS|CHRONIC ILLNESS|CHRONIC ILLNESSES, MULTIPLE|HEALTHY LIFESTYLE|HEALTHY AGING|AGING WELL|HEALTHY LIFE STYLE|SELF-MANAGEMENT|SELF CARE	ALL	OLDER ADULT	NOT APPLICABLE	75.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04492527	CANADA	BRITISH COLUMBIA	UNIVERSITY OF BRITISH COLUMBIA	2020-07-01	2021-07-01	2020-07-01	2020-07-01	OTHER	INTERVENTIONAL	365.0	12.0	7 - 12 months	51 - 100
3519	NCT04308187	INFLUENCE OF THE COVID-19 EPIDEMIC ON STRESS	UNIVERSITY HOSPITAL, CLERMONT-FERRAND, CLERMONT-FERRAND, FRANCE	NOT YET RECRUITING	NO RESULTS AVAILABLE	STRESS, PSYCHOLOGICAL	ALL			50000.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04308187	FRANCE	CLERMONT-FERRAND	UNIVERSITY HOSPITAL	2020-03-01	2022-03-01	2020-03-01	2020-03-01	OTHER	OBSERVATIONAL	730.0	24.0	1 - 2 years	over 10000
3520	NCT04607915	TECHNOLOGY-ENABLED COLLABORATIVE CARE FOR DIABETES MANAGEMENT DURING COVID-19		NOT YET RECRUITING	NO RESULTS AVAILABLE	TYPE 2 DIABETES	ALL	ADULT, OLDER ADULT	NOT APPLICABLE	30.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04607915	NAN	NAN	NAN	2020-11-01	2021-03-01	2020-10-01	2020-10-01	OTHER	INTERVENTIONAL	120.0	4.0	4 - 6 months	11 - 50
