NCT Number	Status	Study Results	Gender	Age	Phases	Location_Country	Study Type	Trial_Duration_Category	Enrollment_Category	ALLOCATION	INTERVENTION MODEL	PRIMARY PURPOSE	OBSERVATIONAL MODEL	TIME PERSPECTIVE	PARTICIPANT	CARE PROVIDER	INVESTIGATOR	OUTCOMES ASSESSOR	DRUG	PROCEDURE	OTHER INTERVENTIONS TYPE	DEVICE	BIOLOGICAL	DIAGNOSTIC TEST	DIETARY SUPPLEMENT	GENETIC	COMBINATION PRODUCT	BEHAVIORAL	RADIATION	INDUSTRY	NIH	OTHER FUND SOURCE	U.S. FED
NCT04405232	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	UNITED KINGDOM	OBSERVATIONAL	1 - 2 years	1001 - 5000	NO RECORD	NO RECORD	NO RECORD	COHORT	PROSPECTIVE	False	False	False	False	True	True	False	True	True	True	True	True	True	True	True	False	False	True	False
NCT04619368	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	FRANCE	OBSERVATIONAL	1 - 2 years	51 - 100	NO RECORD	NO RECORD	NO RECORD	COHORT	PROSPECTIVE	False	False	False	False	True	True	False	True	True	True	True	True	True	True	True	False	False	True	False
NCT04356885	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	FRANCE	OBSERVATIONAL	4 - 6 months	501 - 1000	NO RECORD	NO RECORD	NO RECORD	COHORT	PROSPECTIVE	False	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04383730	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	SPAIN	OBSERVATIONAL	4 - 6 months	201 - 500	NO RECORD	NO RECORD	NO RECORD	COHORT	RETROSPECTIVE	False	False	False	False	False	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04447638	COMPLETED	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	TURKEY	OBSERVATIONAL	1 - 3 months	11 - 50	NO RECORD	NO RECORD	NO RECORD	CASE-ONLY	RETROSPECTIVE	False	False	False	False	True	False	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04444323	NOT YET RECRUITING	NO RESULTS AVAILABLE	ALL	CHILD, ADULT, OLDER ADULT	NOT APPLICABLE	UNITED KINGDOM	INTERVENTIONAL	4 - 6 months	11 - 50	NO RECORD	SINGLE GROUP ASSIGNMENT	OTHER	NO RECORD	NO RECORD	False	False	False	False	True	True	False	True	True	True	True	True	True	True	True	False	False	True	False
NCT04556604	COMPLETED	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	UNITED KINGDOM	OBSERVATIONAL	4 - 6 months	11 - 50	NO RECORD	NO RECORD	NO RECORD	ECOLOGIC OR COMMUNITY	CROSS-SECTIONAL	False	False	False	False	True	True	True	True	True	True	True	True	True	False	True	False	False	True	False
NCT04447495	NOT YET RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	NO RECORD	OBSERVATIONAL	4 - 6 months	201 - 500	NO RECORD	NO RECORD	NO RECORD	CASE-CONTROL	PROSPECTIVE	False	False	False	False	True	True	True	True	True	False	True	True	True	True	True	False	False	True	False
NCT04387409	ACTIVE, NOT RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 3	GERMANY	INTERVENTIONAL	7 - 12 months	51 - 100	RANDOMIZED	PARALLEL ASSIGNMENT	PREVENTION	NO RECORD	NO RECORD	True	False	True	True	True	True	True	True	False	True	True	True	True	True	True	True	False	False	False
NCT04380870	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	UNITED STATES OF AMERICA	OBSERVATIONAL	2 - 5 years	201 - 500	NO RECORD	NO RECORD	NO RECORD	ECOLOGIC OR COMMUNITY	PROSPECTIVE	False	False	False	False	True	True	True	True	True	True	False	True	True	True	True	False	False	True	False
NCT04429477	COMPLETED	NO RESULTS AVAILABLE	ALL	CHILD, ADULT, OLDER ADULT	NO RECORD	BRAZIL	OBSERVATIONAL	1 - 3 months	11 - 50	NO RECORD	NO RECORD	NO RECORD	COHORT	PROSPECTIVE	False	False	False	False	True	True	True	False	True	True	True	True	True	True	True	False	False	True	False
NCT04424836	COMPLETED	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	TURKEY	OBSERVATIONAL	1 - 3 months	11 - 50	NO RECORD	NO RECORD	NO RECORD	CASE-CONTROL	RETROSPECTIVE	False	False	False	False	True	True	True	False	True	True	True	True	True	True	True	False	False	True	False
NCT04429828	NOT YET RECRUITING	NO RESULTS AVAILABLE	ALL	NO RECORD	NOT APPLICABLE	NO RECORD	INTERVENTIONAL	4 - 6 months	11 - 50	NO RECORD	SINGLE GROUP ASSIGNMENT	SUPPORTIVE CARE	NO RECORD	NO RECORD	False	False	False	False	True	True	False	True	True	True	True	True	True	True	True	False	False	True	False
NCT04414631	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 2	SWITZERLAND	INTERVENTIONAL	7 - 12 months	101 - 200	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	False	False	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	True	False
NCT04431284	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	FRANCE	OBSERVATIONAL	1 - 3 months	11 - 50	NO RECORD	NO RECORD	NO RECORD	OTHER	RETROSPECTIVE	False	False	False	False	True	True	False	True	True	True	True	True	True	True	True	False	False	True	False
NCT04546581	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 3	UNITED STATES OF AMERICA	INTERVENTIONAL	7 - 12 months	201 - 500	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	True	True	True	True	False	True	False	True	True	True	True	True	True	True	True	False	True	True	False
NCT04356365	COMPLETED	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	NORWAY	OBSERVATIONAL	1 - 3 months	over 10000	NO RECORD	NO RECORD	NO RECORD	OTHER	CROSS-SECTIONAL	False	False	False	False	True	True	False	True	True	True	True	True	True	True	True	False	False	True	False
NCT04464486	ENROLLING BY INVITATION	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NOT APPLICABLE	UNITED STATES OF AMERICA	INTERVENTIONAL	1 - 2 years	201 - 500	RANDOMIZED	PARALLEL ASSIGNMENT	SUPPORTIVE CARE	NO RECORD	NO RECORD	False	False	False	False	True	True	False	True	True	True	True	True	True	True	True	False	False	True	False
NCT04417374	COMPLETED	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	FRANCE	OBSERVATIONAL	1 - 3 months	51 - 100	NO RECORD	NO RECORD	NO RECORD	COHORT	PROSPECTIVE	False	False	False	False	True	True	False	True	True	True	True	True	True	True	True	False	False	True	False
NCT04366219	NOT YET RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	NO RECORD	OBSERVATIONAL	2 - 5 years	1001 - 5000	NO RECORD	NO RECORD	NO RECORD	OTHER	OTHER	False	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04348227	ACTIVE, NOT RECRUITING	NO RESULTS AVAILABLE	ALL	NO RECORD	NO RECORD	TUNISIA	OBSERVATIONAL	2 - 5 years	101 - 200	NO RECORD	NO RECORD	NO RECORD	COHORT	OTHER	False	False	False	False	True	True	True	True	True	True	True	True	True	False	True	False	False	True	False
NCT04353583	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	GERMANY	OBSERVATIONAL	7 - 12 months	11 - 50	NO RECORD	NO RECORD	NO RECORD	COHORT	PROSPECTIVE	False	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04365309	ENROLLING BY INVITATION	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 2|PHASE 3	CHINA	INTERVENTIONAL	4 - 6 months	101 - 200	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	False	False	False	False	False	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04379531	COMPLETED	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NOT APPLICABLE	RUSSIA	INTERVENTIONAL	1 - 3 months	201 - 500	NON-RANDOMIZED	CROSSOVER ASSIGNMENT	DIAGNOSTIC	NO RECORD	NO RECORD	False	False	False	False	True	True	True	True	True	False	True	True	True	True	True	False	False	True	False
NCT04444297	NOT YET RECRUITING	NO RESULTS AVAILABLE	ALL	CHILD, ADULT, OLDER ADULT	NOT APPLICABLE	UNITED KINGDOM	INTERVENTIONAL	4 - 6 months	11 - 50	RANDOMIZED	CROSSOVER ASSIGNMENT	OTHER	NO RECORD	NO RECORD	False	False	True	True	True	True	False	True	True	True	True	True	True	True	True	False	False	True	False
NCT04335279	COMPLETED	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NOT APPLICABLE	CANADA	INTERVENTIONAL	1 - 3 months	101 - 200	RANDOMIZED	PARALLEL ASSIGNMENT	SUPPORTIVE CARE	NO RECORD	NO RECORD	False	False	False	False	True	True	False	True	True	True	True	True	True	True	True	False	False	True	False
NCT04320238	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 3	CHINA	INTERVENTIONAL	4 - 6 months	1001 - 5000	NON-RANDOMIZED	PARALLEL ASSIGNMENT	PREVENTION	NO RECORD	NO RECORD	False	False	False	False	False	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04341012	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	UNITED STATES OF AMERICA	OBSERVATIONAL	2 - 5 years	101 - 200	NO RECORD	NO RECORD	NO RECORD	COHORT	PROSPECTIVE	False	False	False	False	True	True	True	True	True	False	True	True	True	True	True	False	False	True	False
NCT04542343	NOT YET RECRUITING	NO RESULTS AVAILABLE	ALL	OLDER ADULT	NOT APPLICABLE	NO RECORD	INTERVENTIONAL	7 - 12 months	201 - 500	NO RECORD	SINGLE GROUP ASSIGNMENT	SUPPORTIVE CARE	NO RECORD	NO RECORD	False	False	False	False	True	True	True	True	True	True	True	True	True	False	True	False	False	True	False
NCT04469660	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	INDIA	OBSERVATIONAL	4 - 6 months	1001 - 5000	NO RECORD	NO RECORD	NO RECORD	COHORT	PROSPECTIVE	False	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04451902	NOT YET RECRUITING	NO RESULTS AVAILABLE	ALL	NO RECORD	NO RECORD	NO RECORD	OBSERVATIONAL	7 - 12 months	51 - 100	NO RECORD	NO RECORD	NO RECORD	COHORT	OTHER	False	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04347798	ENROLLING BY INVITATION	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	CANADA	OBSERVATIONAL	7 - 12 months	201 - 500	NO RECORD	NO RECORD	NO RECORD	CASE-CONTROL	PROSPECTIVE	False	False	False	False	True	True	False	True	True	True	True	True	True	True	True	False	False	True	False
NCT04422522	ACTIVE, NOT RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	EGYPT	OBSERVATIONAL	1 - 3 months	11 - 50	NO RECORD	NO RECORD	NO RECORD	CASE-ONLY	RETROSPECTIVE	False	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04514016	RECRUITING	NO RESULTS AVAILABLE	ALL	CHILD, ADULT	NO RECORD	UNITED STATES OF AMERICA	OBSERVATIONAL	7 - 12 months	51 - 100	NO RECORD	NO RECORD	NO RECORD	COHORT	CROSS-SECTIONAL	False	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04337502	COMPLETED	NO RESULTS AVAILABLE	ALL	NO RECORD	NO RECORD	CHINA	OBSERVATIONAL	1 - 3 months	201 - 500	NO RECORD	NO RECORD	NO RECORD	COHORT	RETROSPECTIVE	False	False	False	False	True	True	True	True	True	False	True	True	True	True	True	False	False	True	False
NCT04337047	COMPLETED	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	FRANCE	OBSERVATIONAL	1 - 3 months	1001 - 5000	NO RECORD	NO RECORD	NO RECORD	COHORT	PROSPECTIVE	False	False	False	False	True	True	False	True	True	True	True	True	True	True	True	True	False	False	False
NCT04326452	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NOT APPLICABLE	UNITED STATES OF AMERICA	INTERVENTIONAL	7 - 12 months	11 - 50	NO RECORD	SINGLE GROUP ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	False	False	False	False	True	True	True	False	True	True	True	True	True	True	True	False	False	True	False
NCT04382768	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NOT APPLICABLE	ARGENTINA	INTERVENTIONAL	7 - 12 months	11 - 50	NO RECORD	SINGLE GROUP ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	False	False	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	True	False
NCT04312243	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 2	UNITED STATES OF AMERICA	INTERVENTIONAL	1 - 2 years	201 - 500	RANDOMIZED	PARALLEL ASSIGNMENT	PREVENTION	NO RECORD	NO RECORD	False	False	False	False	False	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04425616	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NOT APPLICABLE	UNITED KINGDOM	INTERVENTIONAL	2 - 5 years	1001 - 5000	NO RECORD	SINGLE GROUP ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	False	False	False	False	True	True	False	True	True	True	True	True	True	False	True	False	False	True	False
NCT04359849	RECRUITING	NO RESULTS AVAILABLE	ALL	CHILD, ADULT, OLDER ADULT	NO RECORD	UNITED KINGDOM	OBSERVATIONAL	2 - 5 years	201 - 500	NO RECORD	NO RECORD	NO RECORD	COHORT	RETROSPECTIVE	False	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04572399	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NOT APPLICABLE	UNITED STATES OF AMERICA	INTERVENTIONAL	1 - 3 months	less then 10	NO RECORD	SINGLE GROUP ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	False	False	False	False	True	True	True	False	True	True	True	True	True	True	True	True	False	True	False
NCT04368377	COMPLETED	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 2	ITALY	INTERVENTIONAL	less then 1 month	less then 10	NO RECORD	SINGLE GROUP ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	False	False	False	False	False	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04406064	NOT YET RECRUITING	NO RESULTS AVAILABLE	ALL	NO RECORD	PHASE 2	UNITED STATES OF AMERICA	INTERVENTIONAL	2 - 5 years	51 - 100	NO RECORD	SINGLE GROUP ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	False	False	False	False	True	True	True	True	False	True	True	True	True	True	True	False	False	True	False
NCT04510025	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	UNITED KINGDOM	OBSERVATIONAL	2 - 5 years	501 - 1000	NO RECORD	NO RECORD	NO RECORD	COHORT	PROSPECTIVE	False	False	False	False	True	True	True	True	True	False	True	True	True	True	True	False	False	True	False
NCT04324684	COMPLETED	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	ITALY	OBSERVATIONAL	1 - 3 months	101 - 200	NO RECORD	NO RECORD	NO RECORD	CASE-CONTROL	PROSPECTIVE	False	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04316884	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	SWEDEN	OBSERVATIONAL	1 - 2 years	51 - 100	NO RECORD	NO RECORD	NO RECORD	COHORT	PROSPECTIVE	False	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04408131	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NOT APPLICABLE	FRANCE	INTERVENTIONAL	7 - 12 months	1001 - 5000	NO RECORD	SINGLE GROUP ASSIGNMENT	DIAGNOSTIC	NO RECORD	NO RECORD	False	False	False	False	True	True	True	True	False	True	True	True	True	True	True	False	False	True	False
NCT04410692	COMPLETED	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NOT APPLICABLE	SINGAPORE	INTERVENTIONAL	less then 1 month	501 - 1000	RANDOMIZED	PARALLEL ASSIGNMENT	OTHER	NO RECORD	NO RECORD	False	False	False	False	True	True	False	True	True	True	True	True	True	True	True	False	False	True	False
NCT04510519	NOT YET RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	NO RECORD	OBSERVATIONAL	7 - 12 months	11 - 50	NO RECORD	NO RECORD	NO RECORD	COHORT	PROSPECTIVE	False	False	False	False	True	True	True	True	True	True	True	True	True	True	True	True	False	False	False
NCT04357041	ACTIVE, NOT RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	UNITED STATES OF AMERICA	OBSERVATIONAL	7 - 12 months	201 - 500	NO RECORD	NO RECORD	NO RECORD	CASE-ONLY	OTHER	False	False	False	False	True	True	True	True	True	True	True	True	True	True	True	True	False	False	False
NCT04481529	NOT YET RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	FRANCE	OBSERVATIONAL	4 - 6 months	501 - 1000	NO RECORD	NO RECORD	NO RECORD	CASE-ONLY	PROSPECTIVE	False	False	False	False	True	True	False	True	True	True	True	True	True	True	True	False	False	True	False
NCT04443699	NOT YET RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	NO RECORD	OBSERVATIONAL	1 - 3 months	1001 - 5000	NO RECORD	NO RECORD	NO RECORD	OTHER	PROSPECTIVE	False	False	False	False	True	True	True	True	True	True	True	True	True	False	True	False	False	True	False
NCT04379245	COMPLETED	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	FRANCE	OBSERVATIONAL	1 - 3 months	1001 - 5000	NO RECORD	NO RECORD	NO RECORD	COHORT	RETROSPECTIVE	False	False	False	False	True	True	False	True	True	True	True	True	True	True	True	False	False	True	False
NCT04497194	RECRUITING	NO RESULTS AVAILABLE	ALL	NO RECORD	NO RECORD	ITALY	OBSERVATIONAL	4 - 6 months	201 - 500	NO RECORD	NO RECORD	NO RECORD	COHORT	OTHER	False	False	False	False	True	True	False	True	True	True	True	True	True	True	True	False	False	True	False
NCT04579588	NOT YET RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT	NO RECORD	UNITED STATES OF AMERICA	OBSERVATIONAL	1 - 2 years	51 - 100	NO RECORD	NO RECORD	NO RECORD	CASE-CONTROL	PROSPECTIVE	False	False	False	False	True	True	True	True	False	True	True	True	True	True	True	False	True	True	False
NCT04425031	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 4	DENMARK	INTERVENTIONAL	2 - 5 years	501 - 1000	RANDOMIZED	PARALLEL ASSIGNMENT	PREVENTION	NO RECORD	NO RECORD	False	False	False	True	False	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04306055	COMPLETED	NO RESULTS AVAILABLE	ALL	ADULT	NOT APPLICABLE	CHINA	INTERVENTIONAL	1 - 3 months	over 10000	RANDOMIZED	PARALLEL ASSIGNMENT	HEALTH SERVICES RESEARCH	NO RECORD	NO RECORD	False	False	False	False	True	True	False	True	True	True	True	True	True	True	True	False	False	True	False
NCT04532632	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	TURKEY	OBSERVATIONAL	1 - 3 months	11 - 50	NO RECORD	NO RECORD	NO RECORD	OTHER	PROSPECTIVE	False	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04522492	ENROLLING BY INVITATION	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NOT APPLICABLE	BRAZIL	INTERVENTIONAL	7 - 12 months	11 - 50	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	False	False	False	True	True	True	False	True	True	True	True	True	True	False	True	False	False	True	False
NCT04400006	COMPLETED	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	TURKEY	OBSERVATIONAL	less then 1 month	51 - 100	NO RECORD	NO RECORD	NO RECORD	CASE-ONLY	PROSPECTIVE	False	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04482595	NOT YET RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 2	UNITED STATES OF AMERICA	INTERVENTIONAL	1 - 2 years	51 - 100	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	True	True	True	True	False	True	True	True	True	True	True	True	True	True	True	True	True	True	False
NCT04365361	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	HONG KONG S.A.R.	OBSERVATIONAL	7 - 12 months	201 - 500	NO RECORD	NO RECORD	NO RECORD	ECOLOGIC OR COMMUNITY	PROSPECTIVE	False	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT03808922	RECRUITING	NO RESULTS AVAILABLE	ALL	NO RECORD	PHASE 3	TAIWAN	INTERVENTIONAL	2 - 5 years	201 - 500	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	True	True	True	True	False	True	True	True	True	True	True	True	True	True	True	True	False	False	False
NCT04442386	NOT YET RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	NO RECORD	OBSERVATIONAL	1 - 3 months	1001 - 5000	NO RECORD	NO RECORD	NO RECORD	OTHER	PROSPECTIVE	False	False	False	False	True	True	False	True	True	True	True	True	True	True	True	False	False	True	False
NCT04357613	NOT YET RECRUITING	NO RESULTS AVAILABLE	ALL	OLDER ADULT	PHASE 2	FRANCE	INTERVENTIONAL	1 - 2 years	51 - 100	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	False	False	False	False	False	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04414904	NOT YET RECRUITING	NO RESULTS AVAILABLE	MALE	ADULT	NO RECORD	UNITED KINGDOM	OBSERVATIONAL	7 - 12 months	51 - 100	NO RECORD	NO RECORD	NO RECORD	CASE-CONTROL	PROSPECTIVE	False	False	False	False	True	True	False	True	True	True	True	True	True	True	True	False	False	True	False
NCT04370886	COMPLETED	NO RESULTS AVAILABLE	ALL	ADULT	NOT APPLICABLE	CHINA	INTERVENTIONAL	1 - 3 months	over 10000	RANDOMIZED	PARALLEL ASSIGNMENT	HEALTH SERVICES RESEARCH	NO RECORD	NO RECORD	False	False	False	False	True	True	True	True	True	True	True	True	True	False	True	False	False	True	False
NCT04320732	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	NORWAY	OBSERVATIONAL	5 - 10 years	over 10000	NO RECORD	NO RECORD	NO RECORD	CASE-CONTROL	PROSPECTIVE	False	False	False	False	True	True	True	True	True	True	True	True	True	False	True	False	False	True	False
NCT04369859	RECRUITING	NO RESULTS AVAILABLE	FEMALE	ADULT, OLDER ADULT	NO RECORD	FRANCE	OBSERVATIONAL	7 - 12 months	1001 - 5000	NO RECORD	NO RECORD	NO RECORD	COHORT	PROSPECTIVE	False	False	False	False	True	True	True	True	True	True	True	True	True	False	True	False	False	True	False
NCT04386291	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NOT APPLICABLE	UNITED STATES OF AMERICA	INTERVENTIONAL	1 - 2 years	201 - 500	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	False	False	False	False	True	True	True	True	True	True	True	True	True	False	True	False	False	True	False
NCT04539873	NOT YET RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 3	COLOMBIA	INTERVENTIONAL	1 - 3 months	101 - 200	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	True	False	False	False	False	True	True	True	True	True	True	True	False	True	True	False	False	True	False
NCT04408287	NOT YET RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NOT APPLICABLE	CANADA	INTERVENTIONAL	1 - 2 years	11 - 50	NO RECORD	SINGLE GROUP ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	False	False	False	False	True	True	False	True	True	True	True	True	True	True	True	False	False	True	False
NCT04440098	COMPLETED	NO RESULTS AVAILABLE	ALL	ADULT	NO RECORD	UNITED STATES OF AMERICA	OBSERVATIONAL	1 - 3 months	1001 - 5000	NO RECORD	NO RECORD	NO RECORD	CASE-ONLY	CROSS-SECTIONAL	False	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04375137	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	IRAN	OBSERVATIONAL	4 - 6 months	51 - 100	NO RECORD	NO RECORD	NO RECORD	CASE-CONTROL	CROSS-SECTIONAL	False	False	False	False	True	True	True	True	True	False	True	True	True	True	True	False	False	True	False
NCT04417673	NOT YET RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	UNITED STATES OF AMERICA	OBSERVATIONAL	2 - 5 years	501 - 1000	NO RECORD	NO RECORD	NO RECORD	COHORT	PROSPECTIVE	False	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	True	False	False
NCT04371523	NOT YET RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 3	CANADA	INTERVENTIONAL	1 - 3 months	1001 - 5000	RANDOMIZED	PARALLEL ASSIGNMENT	PREVENTION	NO RECORD	NO RECORD	True	True	True	True	False	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04548505	NOT YET RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	FRANCE	OBSERVATIONAL	2 - 5 years	51 - 100	NO RECORD	NO RECORD	NO RECORD	COHORT	PROSPECTIVE	False	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04449276	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT	PHASE 1	GERMANY	INTERVENTIONAL	1 - 2 years	201 - 500	RANDOMIZED	SEQUENTIAL ASSIGNMENT	PREVENTION	NO RECORD	NO RECORD	False	False	False	True	False	True	True	True	False	True	True	True	True	True	True	True	False	True	False
NCT04373148	RECRUITING	NO RESULTS AVAILABLE	ALL	CHILD, ADULT, OLDER ADULT	NO RECORD	UNITED STATES OF AMERICA	OBSERVATIONAL	1 - 2 years	501 - 1000	NO RECORD	NO RECORD	NO RECORD	CASE-CONTROL	PROSPECTIVE	False	False	False	False	True	True	False	True	True	True	True	True	True	True	True	False	True	True	False
